0	0
0.01	0
0.02	0
0.03	0
0.04	0
0.05	0
0.06	0
0.07	0
0.08	0
0.09	0
0.1	0
0.11	-2.1276e-11
0.12	-1.6764e-11
0.13	-3.5123e-10
0.14	2.9071e-11
0.15	9.9291e-11
0.16	1.1275e-11
0.17	5.1036e-11
0.18	-2.943e-12
0.19	2.465e-11
0.2	7.2539e-11
0.21	9.0702e-12
0.22	-8.5573e-12
0.23	1.149e-12
0.24	2.4038e-11
0.25	7.2655e-11
0.26	-7.8701e-12
0.27	-7.1736e-12
0.28	-7.0238e-11
0.29	-2.7997e-11
0.3	8.196e-12
0.31	1.0195e-11
0.32	1.7926e-11
0.33	3.5786e-11
0.34	6.6033e-12
0.35	7.9343e-13
0.36	6.2588e-12
0.37	1.9125e-11
0.38	5.2247e-11
0.39	7.4458e-12
0.4	3.1314e-11
0.41	-4.6626e-12
0.42	-3.8176e-12
0.43	-2.8051e-12
0.44	-1.3428e-12
0.45	-5.2391e-13
0.46	6.2645e-14
0.47	4.7603e-13
0.48	7.6403e-13
0.49	9.6182e-13
0.5	1.0947e-12
0.51	1.181e-12
0.52	1.2338e-12
0.53	1.2631e-12
0.54	1.2752e-12
0.55	1.2751e-12
0.56	1.2667e-12
0.57	1.2521e-12
0.58	1.2332e-12
0.59	1.2116e-12
0.6	1.1905e-12
0.61	9.1561e-11
0.62	2.412e-11
0.63	3.0121e-11
0.64	3.3924e-13
0.65	1.3373e-11
0.66	4.694e-12
0.67	-1.1536e-11
0.68	-4.8669e-11
0.69	-3.477e-12
0.7	-2.8515e-11
0.71	-8.6132e-11
0.72	-1.1396e-11
0.73	-4.7294e-11
0.74	-1.4384e-10
0.75	-1.8916e-11
0.76	-7.4802e-11
0.77	-1.2657e-12
0.78	-3.9418e-11
0.79	5.9988e-12
0.8	-1.9712e-11
0.81	-7.1348e-11
0.82	2.2602e-12
0.83	-4.5743e-11
0.84	3.0148e-12
0.85	-2.5911e-11
0.86	4.3233e-12
0.87	-1.6087e-11
0.88	-6.9603e-11
0.89	3.9653e-11
0.9	-3.4678e-11
0.91	2.2566e-12
0.92	-2.0204e-11
0.93	-6.31e-11
0.94	-8.0248e-12
0.95	-3.693e-11
0.96	-1.2908e-12
0.97	-1.9477e-11
0.98	-1.6191e-13
0.99	-1.4534e-11
1	-4.0704e-11
1.01	-2.0358e-13
1.02	2.8923e-12
1.03	7.8457e-12
1.04	5.7961e-12
1.05	6.9973e-12
1.06	9.4924e-12
1.07	2.1572e-11
1.08	5.5836e-11
1.09	6.2436e-12
1.1	2.2606e-11
1.11	7.139e-11
1.12	8.3637e-12
1.13	4.248e-11
1.14	1.5252e-12
1.15	2.2434e-11
1.16	-3.4919e-12
1.17	1.0713e-11
1.18	4.7164e-11
1.19	1.2596e-10
1.2	1.7864e-11
1.21	7.159e-11
1.22	-2.0582e-12
1.23	-4.971e-13
1.24	3.127e-11
1.25	-5.4982e-12
1.26	1.4537e-11
1.27	6.1451e-11
1.28	4.0527e-12
1.29	2.9683e-11
1.3	9.181e-11
1.31	8.6842e-12
1.32	5.1214e-11
1.33	-1.3748e-12
1.34	2.4157e-11
1.35	8.1634e-11
1.36	2.3397e-12
1.37	4.0392e-11
1.38	-4.481e-12
1.39	-1.1119e-11
1.4	-4.0636e-12
1.41	7.0856e-12
1.42	2.9907e-11
1.43	8.6261e-11
1.44	1.6632e-11
1.45	5.3861e-11
1.46	1.48e-10
1.47	1.5234e-11
1.48	6.3804e-11
1.49	9.8136e-13
1.5	-1.3957e-11
1.51	-7.1158e-12
1.52	-3.5414e-12
1.53	-6.7317e-12
1.54	-1.9474e-12
1.55	-6.4157e-13
1.56	2.9042e-13
1.57	9.485e-13
1.58	1.4074e-12
1.59	1.7201e-12
1.6	1.9321e-12
1.61	2.0683e-12
1.62	2.1533e-12
1.63	2.1987e-12
1.64	2.217e-12
1.65	2.2158e-12
1.66	2.2024e-12
1.67	2.178e-12
1.68	2.1446e-12
1.69	2.1098e-12
1.7	2.0722e-12
1.71	2.0241e-12
1.72	2.0164e-12
1.73	1.0176e-10
1.74	-7.2875e-12
1.75	-2.9952e-11
1.76	-8.211e-11
1.77	-9.4922e-12
1.78	-4.5166e-11
1.79	2.7948e-12
1.8	-2.0118e-11
1.81	-7.5762e-11
1.82	6.4445e-13
1.83	9.9094e-12
1.84	1.4251e-11
1.85	1.0997e-11
1.86	9.2757e-12
1.87	9.0974e-12
1.88	1.2479e-11
1.89	2.2694e-11
1.9	5.4445e-11
1.91	9.1885e-12
1.92	2.9058e-11
1.93	7.9228e-11
1.94	1.0844e-11
1.95	5.2617e-11
1.96	1.4118e-10
1.97	1.603e-11
1.98	7.7444e-11
1.99	-3.9665e-12
2	3.8267e-11
2.01	-1.9247e-11
2.02	-1.5406e-11
2.03	-2.8568e-11
2.04	-7.9274e-11
2.05	-1.8792e-11
2.06	-1.7745e-11
2.07	-2.2047e-11
2.08	-4.3868e-11
2.09	-9.9876e-11
2.1	-2.1812e-11
2.11	-6.0705e-11
2.12	-5.747e-12
2.13	-2.6915e-11
2.14	-8.4206e-11
2.15	-1.1448e-11
2.16	-3.0942e-11
2.17	7.2061e-14
2.18	-3.95e-11
2.19	2.8036e-12
2.2	6.9841e-12
2.21	2.8537e-12
2.22	-4.0821e-12
2.23	-2.4447e-11
2.24	-6.0136e-11
2.25	-7.3571e-12
2.26	-3.8413e-11
2.27	-1.0534e-10
2.28	-7.1576e-12
2.29	7.4371e-12
2.3	-1.9156e-11
2.31	1.2541e-11
2.32	9.9182e-12
2.33	6.7313e-12
2.34	5.0534e-12
2.35	3.229e-12
2.36	1.9474e-12
2.37	1.0342e-12
2.38	3.8149e-13
2.39	-8.2579e-14
2.4	-4.1185e-13
2.41	-6.4367e-13
2.42	-8.0624e-13
2.43	-9.1852e-13
2.44	-9.9348e-13
2.45	-1.0441e-12
2.46	-1.0752e-12
2.47	-1.0936e-12
2.48	-1.1017e-12
2.49	-1.1041e-12
2.5	-1.1005e-12
2.51	1.0884e-10
2.52	-5.2904e-10
2.53	-3.4871e-10
2.54	-2.4152e-10
2.55	-1.9306e-10
2.56	-1.1597e-10
2.57	-1.039e-10
2.58	-7.9305e-11
2.59	-6.1126e-11
2.6	-4.6327e-11
2.61	-3.9807e-11
2.62	-3.6903e-11
2.63	-5.2258e-11
2.64	-1.7674e-11
2.65	-2.9474e-11
2.66	-6.2805e-11
2.67	-1.4154e-11
2.68	-2.459e-12
2.69	-6.9815e-12
2.7	-2.1997e-11
2.71	6.0693e-13
2.72	3.4364e-13
2.73	-1.6111e-12
2.74	8.4659e-12
2.75	-2.1405e-12
2.76	2.8668e-12
2.77	1.2055e-11
2.78	4.0371e-11
2.79	1.4782e-11
2.8	-3.2114e-12
2.81	1.1808e-12
2.82	1.0813e-11
2.83	3.3129e-11
2.84	1.0029e-12
2.85	1.2841e-11
2.86	-3.7106e-12
2.87	3.8651e-12
2.88	2.263e-11
2.89	-4.7841e-13
2.9	1.0703e-11
2.91	-5.5344e-12
2.92	-4.7571e-12
2.93	-3.6898e-12
2.94	-2.8944e-12
2.95	-2.3046e-12
2.96	-1.8727e-12
2.97	-1.5559e-12
2.98	-1.3236e-12
2.99	-1.1523e-12
3	-1.0261e-12
