0	0
0.01	0
0.02	0
0.03	0
0.04	0
0.05	0
0.06	0
0.07	0
0.08	0
0.09	0
0.1	0
0.11	-5.681e-12
0.12	-1.988e-12
0.13	-2.1318e-11
0.14	-2.8901e-11
0.15	-7.65e-11
0.16	-1.8767e-11
0.17	-4.5719e-11
0.18	-1.3308e-11
0.19	-2.8133e-11
0.2	-7.5373e-11
0.21	-1.6322e-11
0.22	-3.8198e-12
0.23	-8.0968e-12
0.24	-2.4412e-11
0.25	-6.0717e-11
0.26	-1.4547e-12
0.27	-1.3635e-14
0.28	-4.3136e-12
0.29	-3.0368e-12
0.3	-4.1193e-12
0.31	-5.3274e-12
0.32	-1.2034e-11
0.33	-2.6189e-11
0.34	-8.5414e-12
0.35	-3.2325e-12
0.36	-6.5194e-12
0.37	-1.6567e-11
0.38	-4.1529e-11
0.39	-1.1276e-11
0.4	-2.726e-11
0.41	-1.1244e-12
0.42	-6.3963e-13
0.43	-5.8257e-13
0.44	-1.1933e-12
0.45	-1.353e-12
0.46	-1.4326e-12
0.47	-1.4623e-12
0.48	-1.4642e-12
0.49	-1.4508e-12
0.5	-1.4286e-12
0.51	-1.4019e-12
0.52	-1.3725e-12
0.53	-1.3426e-12
0.54	-1.3123e-12
0.55	-1.2818e-12
0.56	-1.2515e-12
0.57	-1.2214e-12
0.58	-1.1916e-12
0.59	-1.1626e-12
0.6	-1.1338e-12
0.61	-6.1182e-11
0.62	-1.2169e-12
0.63	2.6314e-13
0.64	-5.492e-13
0.65	1.3065e-12
0.66	4.7229e-12
0.67	1.501e-11
0.68	4.133e-11
0.69	9.5259e-12
0.7	2.6571e-11
0.71	6.9356e-11
0.72	1.5306e-11
0.73	4.3984e-11
0.74	1.1447e-10
0.75	2.4707e-11
0.76	6.4668e-11
0.77	1.655e-11
0.78	4.0787e-11
0.79	9.6621e-12
0.8	2.3656e-11
0.81	6.2373e-11
0.82	2.4735e-11
0.83	4.6922e-11
0.84	1.1761e-11
0.85	2.9979e-11
0.86	7.2964e-12
0.87	1.9112e-11
0.88	5.4482e-11
0.89	1.7985e-11
0.9	3.4635e-11
0.91	9.5369e-12
0.92	2.0919e-11
0.93	5.4142e-11
0.94	1.413e-11
0.95	3.5326e-11
0.96	9.1777e-12
0.97	2.0885e-11
0.98	6.3801e-12
0.99	1.3335e-11
1	3.3552e-11
1.01	7.904e-12
1.02	2.8939e-12
1.03	3.4607e-12
1.04	2.0962e-12
1.05	-2.3276e-13
1.06	-4.2038e-12
1.07	-1.4114e-11
1.08	-4.0137e-11
1.09	-5.2874e-12
1.1	-1.8849e-11
1.11	-5.5539e-11
1.12	-1.1968e-11
1.13	-3.459e-11
1.14	-5.7423e-12
1.15	-2.1059e-11
1.16	-4.5615e-12
1.17	-1.2577e-11
1.18	-3.7358e-11
1.19	-9.8962e-11
1.2	-2.3444e-11
1.21	-6.1103e-11
1.22	-1.5531e-11
1.23	-1.0769e-11
1.24	-3.2061e-11
1.25	-6.2569e-12
1.26	-1.8799e-11
1.27	-4.937e-11
1.28	-1.0832e-11
1.29	-2.8409e-11
1.3	-7.4952e-11
1.31	-1.9132e-11
1.32	-4.6394e-11
1.33	-1.0888e-11
1.34	-2.6753e-11
1.35	-6.824e-11
1.36	-1.9352e-11
1.37	-4.143e-11
1.38	-9.0469e-12
1.39	-2.1634e-12
1.4	-4.9418e-12
1.41	-1.1724e-11
1.42	-2.7751e-11
1.43	-6.9863e-11
1.44	-1.8427e-11
1.45	-4.6886e-11
1.46	-1.1797e-10
1.47	-2.2926e-11
1.48	-5.7334e-11
1.49	-1.0419e-11
1.5	-2.3132e-11
1.51	-1.6391e-12
1.52	-2.6657e-12
1.53	-7.0319e-13
1.54	-2.4016e-12
1.55	-2.5287e-12
1.56	-2.5766e-12
1.57	-2.5831e-12
1.58	-2.5634e-12
1.59	-2.5251e-12
1.6	-2.4846e-12
1.61	-2.4362e-12
1.62	-2.3895e-12
1.63	-2.337e-12
1.64	-2.288e-12
1.65	-2.2356e-12
1.66	-2.1884e-12
1.67	-2.1388e-12
1.68	-2.0869e-12
1.69	-2.0422e-12
1.7	-1.9971e-12
1.71	-1.956e-12
1.72	-1.9074e-12
1.73	1.0709e-13
1.74	7.9964e-12
1.75	2.2806e-11
1.76	6.2877e-11
1.77	1.5397e-11
1.78	3.9546e-11
1.79	9.1527e-12
1.8	2.2519e-11
1.81	6.3766e-11
1.82	1.8056e-11
1.83	4.5228e-12
1.84	-2.308e-12
1.85	-1.8406e-12
1.86	-1.7828e-12
1.87	-2.7646e-12
1.88	-6.1144e-12
1.89	-1.4905e-11
1.9	-4.0162e-11
1.91	-7.3437e-12
1.92	-2.2994e-11
1.93	-6.1761e-11
1.94	-1.5775e-11
1.95	-4.2397e-11
1.96	-1.1108e-10
1.97	-2.7148e-11
1.98	-6.9683e-11
1.99	-1.9979e-11
2	-4.3011e-11
2.01	1.2467e-12
2.02	1.4805e-12
2.03	4.7686e-13
2.04	-1.8113e-12
2.05	7.9489e-13
2.06	3.5962e-12
2.07	9.6881e-12
2.08	2.8719e-11
2.09	7.4182e-11
2.1	1.7592e-11
2.11	4.6964e-11
2.12	9.4258e-12
2.13	2.4581e-11
2.14	6.6105e-11
2.15	1.423e-11
2.16	4.3399e-11
2.17	1.3663e-11
2.18	2.5325e-11
2.19	4.9378e-12
2.2	2.3237e-13
2.21	2.156e-12
2.22	6.5023e-12
2.23	1.8873e-11
2.24	4.8099e-11
2.25	1.2566e-11
2.26	3.1621e-11
2.27	8.5079e-11
2.28	2.3723e-11
2.29	7.0789e-12
2.3	2.4454e-11
2.31	-6.214e-13
2.32	-7.7931e-13
2.33	1.1398e-13
2.34	6.2981e-13
2.35	9.5179e-13
2.36	1.11e-12
2.37	1.1895e-12
2.38	1.2293e-12
2.39	1.2424e-12
2.4	1.2416e-12
2.41	1.2337e-12
2.42	1.2241e-12
2.43	1.2103e-12
2.44	1.1945e-12
2.45	1.1807e-12
2.46	1.1641e-12
2.47	1.1494e-12
2.48	1.1328e-12
2.49	1.1185e-12
2.5	1.1021e-12
2.51	-8.2357e-11
2.52	-3.4948e-11
2.53	-2.4607e-11
2.54	-4.2133e-11
2.55	-1.1925e-11
2.56	-2.5948e-11
2.57	-4.0078e-12
2.58	1.3971e-12
2.59	3.9022e-12
2.6	4.7709e-12
2.61	6.6526e-12
2.62	1.2648e-11
2.63	2.9164e-11
2.64	9.6224e-12
2.65	1.9198e-11
2.66	4.6163e-11
2.67	1.256e-11
2.68	4.1877e-12
2.69	8.1785e-12
2.7	1.8667e-11
2.71	2.2014e-12
2.72	1.8789e-12
2.73	2.1925e-12
2.74	1.6132e-12
2.75	3.965e-13
2.76	-2.3232e-12
2.77	-9.1546e-12
2.78	-2.8861e-11
2.79	-6.5714e-12
2.8	-4.1738e-13
2.81	-2.2302e-12
2.82	-9.2504e-12
2.83	-2.5562e-11
2.84	-5.665e-12
2.85	-1.2756e-11
2.86	-1.9447e-12
2.87	-5.9538e-12
2.88	-1.9825e-11
2.89	-3.3699e-12
2.9	-1.0734e-11
2.91	1.5865e-12
2.92	1.6379e-12
2.93	1.4211e-12
2.94	1.2287e-12
2.95	1.1005e-12
2.96	1.0191e-12
2.97	9.6471e-13
2.98	9.2734e-13
2.99	8.993e-13
3	8.7881e-13
